PMCID,PMID,sec-title,sec-norm
PMC11180723,38887289,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180725,38887689,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Author contributions', 'Conflict of interest', ""Publisher's note""]","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, 'background', nan]"
PMC11180727,38887502,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Strengths and limitations', 'Practical implications', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'results', 'conclusions', nan, 'conclusions', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11180729,38887551,"['Introduction', 'Literature review', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11180745,38887499,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11180752,38887297,"['Introduction', 'Case information', 'Literature search', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, 'methods', nan, nan, nan, 'background', nan]"
PMC11180754,38887707,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, 'background', nan, nan]"
PMC11180756,38887229,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180771,38887554,"['1 Introduction', '2 Materials and methods', '3 Results', '4 Discussion', '5 Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","[nan, nan, nan, nan, nan, nan, nan, nan, 'background', nan, nan]"
PMC11180787,38887513,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11180805,38887711,"['Introduction', 'Current treatment regime', 'Clinical trials', 'Challenges to developing new therapies', 'NTMs and cell wall deficiency', 'New options for NTM therapy', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, 'results', nan, nan, nan, nan, 'background', nan]"
PMC11180807,38887448,"['Introduction', 'Arrhythmia substrates in congenital heart disease', 'Management of arrhythmias in congenital heart disease', 'Specific arrhythmia types', 'Author contributions', 'Conflict of interest', ""Publisher's note""]","['background', nan, nan, nan, nan, 'background', nan]"
PMC11180835,38887504,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note"", 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180854,38676929,"['BACKGROUND', 'METHODS AND MATERIALS', 'RESULTS', 'DISCUSSION', 'CONCLUSION', 'CONFLICT OF INTEREST STATEMENT', 'CONSENT STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan]"
PMC11180878,38713744,"['BACKGROUND', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONFLICT OF INTEREST STATEMENT', 'CONSENT STATEMENT', 'Supporting information']","['background', 'methods', 'results', 'conclusions', nan, nan, nan]"
PMC11180883,38887249,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Author disclaimer']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180885,38887266,"['Introduction', 'Methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180889,38887538,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180892,38887281,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180906,38887537,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note"", 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11180907,38563100,"['Introduction', 'Microbial Strains and Plasmids', 'Results', 'Supplemental Materials']","['background', nan, 'results', nan]"
PMC11180919,38563101,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Conclusion', 'Supplemental Materials']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan]"
PMC11180923,38803105,"['Introduction', 'Materials and Methods', 'Results and Discussion', 'Conclusion']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11180945,38887320,"['1 Introduction', '2 Methods', '3 Results', '4 Discussion', '5 Strengths and limitations', '6 Conclusion', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","[nan, nan, nan, nan, nan, nan, nan, nan, 'background', nan]"
PMC11180954,38887391,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Conclusions', 'Notes', 'Declaration', 'Supplementary Material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC11180968,38887659,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'ETHICS STATEMENT', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, nan]"
PMC11180985,38794902,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supplementary Material', 'Author contributions', 'Conflict of interest', 'Funding', 'Data availability']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background', 'background', nan]"
PMC11181001,38887279,"['Introduction', 'Conclusion', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Glossary']","['background', 'conclusions', nan, 'background', nan, nan]"
PMC11181004,38887632,"['The Clinical Burden of Skeletal Fragility in T2DM', 'Pathophysiology of Skeletal Fragility in T2DM', 'Case 1: Assessing Skeletal Fragility in T2DM', 'Measurement of Bone Parameters in Type 2 Diabetes', 'Calculating Fracture Risk in T2DM', 'Case 2: Management of Skeletal Fragility in T2DM', 'Diabetes Medications and Their Effect on the Skeleton', 'Anti-Osteoporotic Agents in T2DM', 'Conclusions', 'Disclosures', 'Data Availability']","[nan, nan, nan, nan, nan, nan, nan, nan, 'conclusions', nan, nan]"
PMC11181020,38830092,"['Materials and Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Material', 'Data, Materials, and Software Availability', 'Supporting Information']","['methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC11181027,38887722,"['Introduction', 'Methods', 'Results', 'Discussion', 'Ethics Statement', 'Author Contributions', 'Conflict of Interest']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background']"
PMC11181028,38887699,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11181129,38887219,"['SUMMARY', 'Assessment', 'RESIDUES IN PLANTS', 'RESIDUES IN LIVESTOCK', 'CONSUMER RISK ASSESSMENT', 'CONCLUSION AND RECOMMENDATIONS', 'CONFLICT OF INTEREST', 'REQUESTOR', 'QUESTION NUMBERS', 'COPYRIGHT FOR NON‐EFSA CONTENT', 'app']","['conclusions', 'results', nan, nan, nan, 'conclusions', 'background', nan, nan, nan, nan]"
PMC11181142,38838020,"['Experimental Implementation.', 'Experimental Results.', 'Discussion', 'Conclusion', 'Supplementary Material', 'Data, Materials, and Software Availability', 'Supporting Information']","[nan, nan, 'conclusions', 'conclusions', nan, nan, nan]"
PMC11181150,38887652,"['Introduction', 'Experimental methods', 'Results and discussion', 'Conclusion', 'Data availability', 'Conflicts of interest']","['background', 'methods', 'conclusions', 'conclusions', nan, nan]"
PMC11181187,38887485,"['METHODS', 'RESULTS', 'DISCUSSION', 'Notes']","['methods', 'results', 'conclusions', nan]"
PMC11181201,38887569,"['Introduction', 'Results and Discussion', 'Conclusion', 'Experimental', 'Supporting Information', 'Data Availability']","['background', 'conclusions', 'conclusions', 'methods', nan, nan]"
PMC11181203,38887571,"['Introduction', 'Results and Discussion', 'Conclusion', 'Supporting Information', 'Data Availability']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11181211,38887532,"['Introduction', 'Stiffness Calibration Methods: A Brief Review', 'Framework to the Stiffness Calibration', 'Numerical Simulations', 'Experimental Results', 'Discussion', 'Conclusion', 'Supporting Information', 'Data Availability']","['background', nan, nan, nan, nan, 'conclusions', 'conclusions', nan, nan]"
PMC11181232,38887581,"['Introduction', 'Results and Discussion', 'Conclusion', 'Supporting Information', 'Data Availability']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11181254,38887363,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11181268,38814245,"['Introduction', 'Methods', 'Results and Discussion', 'Conclusions', 'Supplementary Material']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11181277,38816917,"['Introduction', 'Materials and Methods', 'Results and Discussion', 'Conclusion', 'Supplementary Material']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11181280,38887585,"['Introduction', 'Results and Discussion', 'Conclusion', 'Supporting Information', 'Data Availability']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11181298,35027166,"['METHODS AND MATERIALS', 'RESULTS', 'DISCUSSION', 'Supplementary Material']","['methods', 'results', 'conclusions', nan]"
PMC11181320,38830627,"['Introduction', 'Experimental Methods', 'Results and Discussion', 'Conclusions', 'Supplementary Material']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11181322,38771959,"['Introduction', 'Results and Discussion', 'Conclusions', 'Experimental Section', 'Supplementary Material']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11181336,38805667,"['Introduction', 'Results and Discussion', 'Conclusions', 'Experimental Section', 'Supplementary Material']","['background', 'conclusions', 'conclusions', nan, nan]"
PMC11181348,38887387,"['Introduction', 'Methods', 'Discussion and conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note""]","['background', 'methods', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11181360,38884540,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Conflict of interest', 'Author contributions', 'Data availability']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background', nan, nan]"
PMC11181528,38880903,"['Introduction', 'Results', 'Discussion', 'Conclusion', 'Electronic supplementary material']","['background', 'results', 'conclusions', 'conclusions', 'background']"
PMC11181540,38880878,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11181580,38880883,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11181587,38886837,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11181594,38880873,"['Introduction', 'Results', 'Discussion', 'Conclusive remarks']","['background', 'results', 'conclusions', nan]"
PMC11181619,38880918,"['Introduction', 'Patient and observation', 'Discussion', 'Conclusion']","['background', nan, 'conclusions', 'conclusions']"
PMC11181635,38880910,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11181638,38886809,"['Background', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11181732,37713275,"['Highlights', 'Introduction', 'Background', 'Methods', 'Findings', 'Discussion', 'Conclusion', 'Supplemental Material', 'ORCID iDs']","['conclusions', 'background', 'background', 'methods', 'results', 'conclusions', 'conclusions', 'background', nan]"
PMC11181734,37593972,"['Experiment 1', 'Experiment 2', 'Experiment 3', 'Method', 'General discussion', 'Supplemental Material']","[nan, nan, nan, 'methods', nan, 'background']"
PMC11181735,38887329,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11181861,38887778,"['Primary specialities involved other than cardiology', 'Introduction', 'Summary figure', 'Case presentation', 'Discussion', 'Conclusion', 'Lead author biography', 'Data availability']","[nan, 'background', nan, 'methods', 'conclusions', 'conclusions', nan, nan]"
PMC11181862,38627244,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSIONS', 'FUNDING', 'DATA AVAILABILITY']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background', nan]"
PMC11181870,37930730,"['INTRODUCTION', 'MATERIALS AND METHODS', 'RESULTS', 'DISCUSSION', 'DATA AVAILABILITY STATEMENT', 'Supplementary Material', 'FUNDING', 'AUTHORS’ CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT']","['background', 'methods', 'results', 'conclusions', nan, nan, 'background', nan, nan]"
PMC11181894,38887333,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11181925,38887663,"['Context: the crisis of democracy', 'Focus: the crisis of free speech', 'The culture of wilful incommensurability', 'Social media as an exacerbating factor', 'The centrality of freedom of speech', 'Problems with traditional free speech', 'A case for attentive free speech', 'Conclusion', 'Data availability statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","[nan, nan, nan, nan, nan, nan, nan, 'conclusions', nan, nan, 'background', nan]"
PMC11181934,38887507,"['Materials and Methods', 'Results', 'Discussion', 'Supplementary Material', 'Conflict of interest statement', 'Funding', 'Authorship statement', 'Data Availability']","['methods', 'results', 'conclusions', nan, nan, 'background', nan, nan]"
PMC11181956,38887362,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11181993,38817197,"['Introduction', 'Photochemical dearomative functionalization of heteroaromatics', 'Photochemical dearomative skeletal editing of heteroarenes', 'Conclusions', 'Conflicts of interest']","['background', nan, nan, 'conclusions', nan]"
PMC11181997,38775004,"['Introduction', 'Reversible deactivation radical polymerization (RDRP)', 'Linking drugs to preformed polymers (grafting to)', 'Linking drugs to the monomer prior to polymerization (grafting through)', 'Growing the polymer from the drug (grafting from)', 'Conclusion', 'Lessons learned from antibody–drug conjugates (ADCs)', 'Conflicts of interest']","['background', nan, nan, nan, nan, 'conclusions', nan, nan]"
PMC11182001,38887540,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', ""Publisher's note""]","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11182024,38887621,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Conclusions', 'Supplemental Information', 'Additional Information and Declarations']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan]"
PMC11182025,38887617,"['Introduction', 'Materials & Methods', 'Results', 'Discussion', 'Conclusions', 'Supplemental Information', 'Additional Information and Declarations']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan]"
PMC11182059,38887740,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions and recommendations', 'Supplementary Material', 'Disclosure statement', 'Institutional Review Board Statement', 'Informed consent', 'Author’s contribution', 'Data availability']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, nan, nan, nan]"
PMC11182421,37441880,"['Introduction', 'Theory', 'Methods', 'Results', 'Discussion', 'Supplementary Material', 'Data availability']","['background', 'background', 'methods', 'results', 'conclusions', nan, nan]"
PMC11182513,38885279,"['Introduction', 'Theoretical framework', 'Methodology', 'Results', 'Discussion of findings', 'Strengths and limitations', 'Conclusion']","['background', 'methods', 'methods', 'results', nan, nan, 'conclusions']"
PMC11182519,38885236,"['Introduction', 'Methods', 'Discussion']","['background', 'methods', 'conclusions']"
PMC11182542,38885220,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusions', 'Supporting information']","['background', 'methods', 'conclusions', 'conclusions', nan]"
PMC11182562,38887354,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11182601,38887352,"['Introduction', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11182620,38887607,"['Methods', 'Results', 'Discussion', 'Conclusion']","['methods', 'results', 'conclusions', 'conclusions']"
PMC11182700,38895584,"['GENERAL TIPS FOR SHORTENING SCIENTIFIC MANUSCRIPTS', 'SECTION‐BY‐SECTION TIPS FOR SHORTENING SCIENTIFIC MANUSCRIPTS', 'WHAT TO AVOID AT ALL COST, EVEN WHEN DESPERATE', 'AUTHOR CONTRIBUTIONS', 'CONFLICT OF INTEREST STATEMENT', 'DATA AVAILABILITY STATEMENT']","[nan, nan, nan, nan, nan, nan]"
PMC11182745,38429375,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supplementary information']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11182760,38894757,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11182769,38886360,"['Introduction', 'Material and methods', 'Results', 'Uncertainty evaluation', 'Discussion', 'Conclusions']","['background', 'methods', 'results', nan, 'conclusions', 'conclusions']"
PMC11182770,38886585,"['Introduction', 'Results and discussion', 'METHODS', 'Conclusions', 'Supplementary Information']","['background', 'conclusions', 'methods', 'conclusions', 'background']"
PMC11182774,38887149,"['CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","[nan, nan, nan]"
PMC11182780,38887137,"['CONFLICT OF INTEREST STATEMENT', 'DATA AVAILABILITY STATEMENT']","[nan, nan]"
PMC11182794,38561577,"['Introduction', 'Methods', 'Results', 'Discussion', 'Conclusions', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11182799,37351744,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11182801,38772925,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Electronic Supplementary material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11182810,38656471,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11182812,38635082,"['Introduction', 'Methods', 'RESULTS', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11182816,38750275,"['Introduction', 'Materials and methods', 'Results and discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11182820,38592372,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusions']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11182844,38561578,"['Introduction', 'Patients and methods', 'Statistical methods', 'Results', 'Discussion', 'Supplementary Information']","['background', 'methods', 'methods', 'results', 'conclusions', 'background']"
PMC11182861,38886248,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Electronic supplementary material']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11182863,38743178,"['Introduction', 'Materials and Methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11182870,38700554,"['Introduction', 'Material and methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11182945,38895652,"['Background and significance', 'Methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Material', 'Author contributions', 'Supplementary material', 'Funding', 'Conflicts of interest', 'Data availability']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11182989,38895119,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11182996,38886261,"['Introduction', 'Results', 'Discussion', 'Conclusions', 'Materials and methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'conclusions', 'methods', 'background']"
PMC11182997,38884681,"['Background', 'Case presentation', 'Discussion', 'Conclusions']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11183010,38489013,"['Introduction', 'Core ingredients and tensions in strategic planning', 'Strategic planning for nature conservation: a conceptual framework', 'Materials and methods', 'Results', 'Discussion', 'Conclusions', 'Supplementary Information']","['background', nan, nan, 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11183014,38884682,"['Introduction', 'Experimental Section', 'Results and Discussion', 'Conclusion', 'Supplementary Information']","['background', nan, 'conclusions', 'conclusions', 'background']"
PMC11183054,38886527,"['Introduction', 'Results', 'Discussion', 'Materials and methods']","['background', 'results', 'conclusions', 'methods']"
PMC11183058,38719994,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183064,38886410,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183072,38886447,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary information', 'Source data']","['background', 'results', 'conclusions', 'methods', 'background', nan]"
PMC11183074,38886543,"['Introduction', 'Results', 'Discussion', 'Conclusion', 'Methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'conclusions', 'methods', 'background']"
PMC11183088,38886466,"['Introduction', 'Materials and methods', 'Results', 'Discussion']","['background', 'methods', 'results', 'conclusions']"
PMC11183095,38750259,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183104,38895112,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183113,38895122,"['Introduction', 'Osteoarthritis: driven by synovitis and fibrosis', 'The physiology of the synovial membrane', 'The diversity of phenotypes and functions of fibroblast', 'Metabolic pathways in fibroblasts and myofibroblasts', 'Therapeutic strategies', 'Conclusion', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, nan, nan, nan, nan, 'conclusions', nan, 'background', nan]"
PMC11183126,38886346,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183130,38886531,"['Introduction', 'Material and methods', 'Results', 'Discussion', 'Conclusion']","['background', 'methods', 'results', 'conclusions', 'conclusions']"
PMC11183144,38886448,"['Introduction', 'Methods', 'Results', 'Discussion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11183149,38886389,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Supplementary information']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11183153,38886475,"['Introduction', 'Results', 'Discussion', 'Methods', 'Supplementary Information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183163,38886518,"['Introduction', 'Method', 'Results and discussion', 'Conclusion']","['background', 'methods', 'conclusions', 'conclusions']"
PMC11183180,38894979,"['INTRODUCTION', 'METHODS', 'RESULTS', 'DISCUSSION', 'CONCLUSIONS', 'CONFLICT OF INTEREST STATEMENT', 'Supporting information', 'DATA AVAILABILITY STATEMENT']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan]"
PMC11183194,38886339,['Concluding Remarks'],['conclusions']
PMC11183211,38886344,"['Introduction', 'Results', 'Discussion', 'Materials and methods', 'Supplementary information']","['background', 'results', 'conclusions', 'methods', 'background']"
PMC11183214,38664577,"['Background', 'Methods', 'Results', 'Discussion', 'Supplementary information']","['background', 'methods', 'results', 'conclusions', 'background']"
PMC11183239,38886373,"['Introduction', 'Subjects and methods', 'Results', 'Discussion', 'Conclusion', 'Supplementary Information']","['background', 'methods', 'results', 'conclusions', 'conclusions', 'background']"
PMC11183267,38894990,"['Introduction', 'Subjects and methods', 'Results', 'Discussion', 'Policy implications', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183272,38894940,"['Introduction', 'Methods', 'Results', 'Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', 'methods', 'results', 'conclusions', nan, nan, nan, 'background', nan]"
PMC11183282,38895157,"['1 Introduction', '2 Methods', '3 Results', '4 Discussion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","[nan, nan, nan, nan, nan, nan, nan, 'background', nan, nan]"
PMC11183289,38895124,"['Introduction', 'Roles of lnc RNAs in IBD', 'Lnc RNA as an IBD biomarker and a predictor of treatment response', 'Discussion', 'Author contributions', 'Conflict of interest', 'Publisher’s note']","['background', nan, nan, 'conclusions', nan, 'background', nan]"
PMC11183294,38894994,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183303,38894851,"['Introduction', 'Materials and methods', 'Results', 'Discussion', 'Conclusion', 'Data availability statement', 'Ethics statement', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', 'methods', 'results', 'conclusions', 'conclusions', nan, nan, nan, 'background', nan, nan]"
PMC11183307,38894867,"['Introduction', 'Characteristics of patients with HR-proficient HGSC', 'Treatment options for patients with HRP HGSC', 'Combined targeted therapies', 'Summary', 'Author contributions', 'Conflict of interest', 'Publisher’s note', 'Supplementary material']","['background', nan, nan, nan, 'conclusions', nan, 'background', nan, nan]"
